Date,High,Low,Open,Close,Volume,Adj Close,Name
2015-01-12,426.4576110839844,416.84869384765625,426.2099609375,421.1578369140625,4661200.0,402.7850036621094,RELIANCE
2015-01-13,423.46099853515625,416.3038635253906,422.49517822265625,417.6164245605469,4591328.0,399.3981018066406,RELIANCE
2015-01-14,419.5233459472656,411.697509765625,417.5421142578125,413.5549011230469,5251887.0,395.5137634277344,RELIANCE
2015-01-15,431.4601745605469,416.05621337890625,416.05621337890625,428.0673522949219,7811847.0,409.3930969238281,RELIANCE
2015-01-16,433.3918762207031,422.0246276855469,425.9623107910156,430.7667541503906,8831705.0,411.9747314453125,RELIANCE
2015-01-19,438.8402404785156,425.3431701660156,431.014404296875,435.6950378417969,6156390.0,416.6880187988281,RELIANCE
2015-01-20,448.5234375,435.2987976074219,436.6113586425781,447.2851867675781,6166247.0,427.7725830078125,RELIANCE
2015-01-21,451.4209899902344,441.8368225097656,448.25103759765625,449.1177978515625,7884400.0,429.5252380371094,RELIANCE
2015-01-22,449.3406982421875,435.6207580566406,448.3253173828125,437.7257995605469,10947527.0,418.6302185058594,RELIANCE
2015-01-23,444.6848449707031,434.3824768066406,440.8214416503906,439.2860107421875,8344145.0,420.12237548828125,RELIANCE
2015-01-27,444.1399841308594,436.1160583496094,442.2578430175781,440.3509216308594,8279250.0,421.14080810546875,RELIANCE
2015-01-28,450.62847900390625,438.8897705078125,438.8897705078125,449.1673278808594,8906082.0,429.5726013183594,RELIANCE
2015-01-29,462.8625183105469,449.1921081542969,449.2911682128906,460.3364562988281,16668291.0,440.25445556640625,RELIANCE
2015-01-30,461.2527770996094,450.23223876953125,460.6336669921875,453.3279113769531,10036145.0,433.55169677734375,RELIANCE
2015-02-02,455.6310729980469,448.5977478027344,453.7241516113281,449.76171875,8908197.0,430.1410217285156,RELIANCE
2015-02-03,466.0077209472656,452.3125305175781,452.3125305175781,464.3979797363281,7888109.0,444.13885498046875,RELIANCE
2015-02-04,467.4688720703125,458.6029052734375,465.14093017578125,460.0392761230469,6494638.0,439.9702453613281,RELIANCE
2015-02-05,465.53717041015625,454.49188232421875,463.60546875,457.51324462890625,5706742.0,437.55438232421875,RELIANCE
2015-02-06,460.6336669921875,447.2604064941406,457.71136474609375,450.6780090332031,4174655.0,431.0173645019531,RELIANCE
2015-02-09,454.69000244140625,441.81207275390625,446.3688659667969,444.1399841308594,4079516.0,424.76458740234375,RELIANCE
2015-02-10,448.0033874511719,426.606201171875,444.7839050292969,436.8590087890625,6299938.0,417.8012390136719,RELIANCE
2015-02-11,448.127197265625,437.35430908203125,438.8402404785156,446.1212158203125,4513933.0,426.65936279296875,RELIANCE
2015-02-12,452.68402099609375,439.4593505859375,449.7369384765625,450.3065490722656,4019490.0,430.662109375,RELIANCE
2015-02-13,456.07684326171875,450.25701904296875,452.7087707519531,454.4423522949219,3412182.0,434.61749267578125,RELIANCE
2015-02-16,457.7608947753906,445.7745056152344,455.0367126464844,447.1613464355469,5661079.0,427.6541748046875,RELIANCE
2015-02-18,449.7369384765625,443.00079345703125,445.7745056152344,446.5917663574219,4538867.0,427.1093444824219,RELIANCE
2015-02-19,449.538818359375,439.60797119140625,449.21685791015625,446.7898864746094,4407617.0,427.2988586425781,RELIANCE
2015-02-20,443.79327392578125,431.5592346191406,443.42181396484375,432.4508056640625,8637984.0,413.5853271484375,RELIANCE
2015-02-23,434.2586669921875,419.5728759765625,430.8905944824219,421.7274475097656,6509207.0,403.32977294921875,RELIANCE
2015-02-24,424.3773193359375,414.5702819824219,423.1142883300781,416.7743835449219,9205176.0,398.5927734375,RELIANCE
2015-02-25,424.2287292480469,416.5762634277344,420.4148864746094,417.6164245605469,7049002.0,399.3981018066406,RELIANCE
2015-02-26,421.0092468261719,414.3721618652344,419.07757568359375,417.04681396484375,9903671.0,398.8533630371094,RELIANCE
2015-02-27,426.4576110839844,418.3345947265625,419.7957458496094,423.7582092285156,8611300.0,405.27197265625,RELIANCE
2015-03-02,433.6395263671875,423.7582092285156,430.4200439453125,428.0673522949219,6728442.0,409.3930969238281,RELIANCE
2015-03-03,448.9692077636719,429.6275634765625,430.4200439453125,446.1707458496094,9523937.0,426.70672607421875,RELIANCE
2015-03-04,450.55419921875,435.8931579589844,448.746337890625,439.7565612792969,6680693.0,420.5724182128906,RELIANCE
2015-03-05,445.1553649902344,434.95208740234375,442.0597229003906,438.3201599121094,4945756.0,419.1986389160156,RELIANCE
2015-03-09,441.688232421875,428.017822265625,438.39447021484375,430.74200439453125,6491176.0,411.9510803222656,RELIANCE
2015-03-10,433.7881164550781,423.68389892578125,430.3952941894531,425.5412902832031,7030516.0,406.9772644042969,RELIANCE
2015-03-11,430.71722412109375,422.197998046875,426.4328308105469,423.9563293457031,5369953.0,405.46142578125,RELIANCE
2015-03-12,429.6275634765625,423.782958984375,424.9716796875,427.8444519042969,5437566.0,409.1799011230469,RELIANCE
2015-03-13,430.71722412109375,419.5233459472656,430.4200439453125,421.05877685546875,5970034.0,402.6902770996094,RELIANCE
2015-03-16,422.9656982421875,416.2048034667969,421.752197265625,417.0963439941406,6387153.0,398.90069580078125,RELIANCE
2015-03-17,425.91278076171875,416.551513671875,421.28167724609375,424.402099609375,8800839.0,405.88775634765625,RELIANCE
2015-03-18,432.02978515625,423.3371887207031,424.47637939453125,430.2467041015625,4278050.0,411.4773864746094,RELIANCE
2015-03-19,434.23388671875,423.0400085449219,433.664306640625,424.0553894042969,6430821.0,405.55615234375,RELIANCE
2015-03-20,426.5318908691406,420.3158264160156,424.9221496582031,423.0400085449219,4802236.0,404.5850830078125,RELIANCE
2015-03-23,427.9435119628906,415.1151123046875,424.2287292480469,417.02203369140625,6115649.0,398.82965087890625,RELIANCE
2015-03-24,423.1390686035156,417.0963439941406,417.0963439941406,419.9938659667969,4263534.0,401.6717834472656,RELIANCE
2015-03-25,420.7615966796875,416.551513671875,420.5139465332031,418.4831848144531,4737268.0,400.2270202636719,RELIANCE
2015-03-26,420.6377868652344,408.18084716796875,416.6010437011719,410.7564392089844,9516748.0,392.83740234375,RELIANCE
2015-03-27,413.5796813964844,396.9621887207031,413.03485107421875,402.0390625,10765370.0,384.5002746582031,RELIANCE
2015-03-30,405.0108947753906,394.48565673828125,404.466064453125,401.56854248046875,7998063.0,384.0502624511719,RELIANCE
2015-03-31,412.53955078125,405.15948486328125,405.15948486328125,409.1219482421875,9338631.0,391.2742004394531,RELIANCE
2015-04-01,415.5609130859375,402.73248291015625,408.57708740234375,414.0997619628906,6732605.0,396.03485107421875,RELIANCE
2015-04-06,415.0655822753906,406.8435363769531,414.0749816894531,408.4532775878906,5692183.0,390.6347351074219,RELIANCE
2015-04-07,414.12451171875,409.1466979980469,409.1466979980469,412.5147705078125,9818618.0,394.51898193359375,RELIANCE
2015-04-08,430.6676940917969,412.53955078125,412.83673095703125,428.8846130371094,11454982.0,410.1746826171875,RELIANCE
2015-04-09,445.2792053222656,425.3679504394531,428.6864929199219,443.3475036621094,12588063.0,424.0066223144531,RELIANCE
2015-04-10,450.1331787109375,440.37567138671875,443.2732238769531,447.9290771484375,11686661.0,428.38836669921875,RELIANCE
2015-04-13,458.0332946777344,445.1553649902344,449.142578125,456.9188537597656,9311840.0,436.9859619140625,RELIANCE
2015-04-15,465.3885803222656,449.3406982421875,456.1759033203125,457.48846435546875,10259724.0,437.5307312011719,RELIANCE
2015-04-16,464.5960998535156,455.185302734375,457.90948486328125,459.81640625,9311821.0,439.75714111328125,RELIANCE
2015-04-17,467.7165222167969,456.9683837890625,463.13494873046875,459.0734558105469,11056926.0,439.04656982421875,RELIANCE
2015-04-20,464.32366943359375,435.1254577636719,464.2493896484375,438.6668701171875,17365390.0,419.5302429199219,RELIANCE
2015-04-21,443.5456237792969,432.12884521484375,440.895751953125,434.1100769042969,8171780.0,415.17218017578125,RELIANCE
2015-04-22,439.2117004394531,429.429443359375,436.8094787597656,435.74456787109375,6812343.0,416.7353515625,RELIANCE
2015-04-23,440.5242614746094,430.44482421875,437.77532958984375,434.4072570800781,6155401.0,415.45648193359375,RELIANCE
2015-04-24,438.072509765625,430.2467041015625,434.3824768066406,435.3235778808594,5865595.0,416.3327941894531,RELIANCE
2015-04-27,439.58319091796875,431.633544921875,435.8931579589844,433.54046630859375,5096308.0,414.6274719238281,RELIANCE
2015-04-28,436.8590087890625,425.2441101074219,433.2432861328125,428.53790283203125,6778219.0,409.8431396484375,RELIANCE
2015-04-29,431.1877746582031,419.7214660644531,426.9529113769531,421.0092468261719,7563040.0,402.64288330078125,RELIANCE
2015-04-30,428.8846130371094,419.9938659667969,421.0092468261719,427.12628173828125,16061186.0,408.49310302734375,RELIANCE
2015-05-04,442.7531433105469,426.2099609375,429.033203125,441.2919921875,6958726.0,422.04083251953125,RELIANCE
2015-05-05,446.6660461425781,438.39447021484375,442.6540832519531,441.8863525390625,8236274.0,422.6092224121094,RELIANCE
2015-05-06,444.1647644042969,431.9059753417969,440.8214416503906,435.9922180175781,10355229.0,416.9722595214844,RELIANCE
2015-05-07,435.1006774902344,425.9623107910156,433.3918762207031,431.2868347167969,7723447.0,412.47216796875,RELIANCE
2015-05-08,442.6788330078125,426.50714111328125,431.41064453125,440.6728515625,7893697.0,426.3450012207031,RELIANCE
2015-05-11,445.5020751953125,437.55242919921875,442.2330627441406,443.7685241699219,6559762.0,429.3399658203125,RELIANCE
2015-05-12,443.2484436035156,428.51312255859375,443.2484436035156,430.2714538574219,7684065.0,416.2817687988281,RELIANCE
2015-05-13,440.1528015136719,424.575439453125,432.5746154785156,438.39447021484375,7707709.0,424.1406555175781,RELIANCE
2015-05-14,438.9393005371094,431.0639343261719,438.8402404785156,434.97686767578125,5690160.0,420.83416748046875,RELIANCE
2015-05-15,439.3107604980469,430.9648742675781,436.8094787597656,432.8717956542969,3845085.0,418.797607421875,RELIANCE
2015-05-18,442.80267333984375,432.0050354003906,433.34234619140625,441.58917236328125,4544638.0,427.23150634765625,RELIANCE
2015-05-19,448.127197265625,439.1374206542969,441.4405822753906,443.5704040527344,6697763.0,429.1482849121094,RELIANCE
2015-05-20,451.2228698730469,444.63531494140625,445.9726257324219,450.157958984375,4019151.0,435.5216369628906,RELIANCE
2015-05-21,453.4021911621094,442.8522033691406,451.3466796875,444.1647644042969,4965518.0,429.7233581542969,RELIANCE
2015-05-22,448.5482177734375,444.28857421875,444.28857421875,447.6814270019531,3853084.0,433.12567138671875,RELIANCE
2015-05-25,449.7369384765625,441.98541259765625,445.7745056152344,443.0503234863281,3053900.0,428.6451721191406,RELIANCE
2015-05-26,443.79327392578125,437.2057189941406,443.2979736328125,438.1468200683594,4388978.0,423.9010925292969,RELIANCE
2015-05-27,441.2672119140625,435.96746826171875,438.8402404785156,438.4935302734375,3728104.0,424.23651123046875,RELIANCE
2015-05-28,442.926513671875,431.9059753417969,438.76593017578125,433.7881164550781,12247683.0,419.68408203125,RELIANCE
2015-05-29,439.0631103515625,432.4508056640625,435.8188781738281,434.3824768066406,13511569.0,420.25909423828125,RELIANCE
2015-06-01,448.2015075683594,434.8778076171875,435.868408203125,446.8889465332031,9043078.0,432.35894775390625,RELIANCE
2015-06-02,455.08624267578125,441.5396423339844,448.62249755859375,445.1058349609375,9312587.0,430.6338195800781,RELIANCE
2015-06-03,450.950439453125,440.0784912109375,445.2792053222656,443.9666442871094,7174605.0,429.53167724609375,RELIANCE
2015-06-04,453.7984313964844,442.08447265625,447.85479736328125,452.06488037109375,7352336.0,437.3665771484375,RELIANCE
2015-06-05,454.169921875,447.9786071777344,450.6780090332031,449.6131286621094,6030112.0,434.9945983886719,RELIANCE
2015-06-08,450.7275390625,437.4038391113281,449.142578125,438.56781005859375,5005867.0,424.308349609375,RELIANCE
